search,result,viaf,lc,isni,ratio,partialRatio,tokenSort,tokenSet,avg,
"Rothenstein, John",,http://viaf.org/viaf/111798408,,,,,,,,
"Rousseau, Theodore, Jr.","Rousseau, Theodore, 1912-",http://viaf.org/viaf/111399212,http://id.loc.gov/authorities/names/n79078139,http://isni.org/isni/000000011083324X,83,87,86,92,87,
"Rovinsky, Dmitry Aleksandrovich","Rovinskij, Dmitrij Aleksandrovi&#x10D;, 1824-1895",http://viaf.org/viaf/13248751,http://id.loc.gov/authorities/names/n85039590,http://isni.org/isni/0000000110394478,68,87,69,69,"73,25",
"Rowe, Colin","Rowe, Colin",http://viaf.org/viaf/100255972,http://id.loc.gov/authorities/names/n82001521,,100,100,100,100,100,
"Rowland, Benjamin, Jr.","Rowland, Benjamin, 1904-1972",http://viaf.org/viaf/8297553,http://id.loc.gov/authorities/names/n50022316,http://isni.org/isni/0000000108681419,76,86,71,91,81,
"Rowley, George",,http://viaf.org/viaf/12391323,,,,,,,,
"Rubensohn, Otto","Rubensohn, Otto, 1867-1964",http://viaf.org/viaf/209448278,http://id.loc.gov/authorities/names/nr97000334,http://isni.org/isni/000000039818468X,76,94,74,100,86,
"Rubin, William S.","Rubin, William Stanley, 1927-2006",http://viaf.org/viaf/29540160,http://id.loc.gov/authorities/names/n82080128,http://isni.org/isni/0000000108830517,64,94,65,93,79,
"Rumohr, Karl Friedrich von","Rumohr, Carl Friedrich &#x98;von&#x9C; 1785-1843",http://viaf.org/viaf/9906328,http://id.loc.gov/authorities/names/n83219694,http://isni.org/isni/0000000108688266,68,85,59,89,"75,25",
"Rumpf, Andreas",,http://viaf.org/viaf/118025865,,,,,,,,
"Rupprecht, Bernhard",,http://viaf.org/viaf/17248732,,,,,,,,
"Ruprich-Robert, Victor Marie Charles","Ruprich-Robert, Victor, 1820-1887",http://viaf.org/viaf/76322429,http://id.loc.gov/authorities/names/n87811795,http://isni.org/isni/0000000121400503,67,70,70,81,72,
"Ruskin, John",,http://viaf.org/viaf/73859585,,,,,,,,
"Russack, Hans Hermann","Russack, Hans Hermann.",http://viaf.org/viaf/30542290,http://id.loc.gov/authorities/names/n85385285,http://isni.org/isni/0000000028629063,95,95,100,100,"97,5",
"Russell, John",,http://viaf.org/viaf/109174055,,,,,,,,
"Taft, Lorado","Taft, Lorado, 1860-1936",http://viaf.org/viaf/74685959,http://id.loc.gov/authorities/names/n83121888,http://isni.org/isni/0000000066842877,69,100,69,100,"84,5",
"Tafuri, Manfredo","Tafuri, Manfredo",http://viaf.org/viaf/44305901,http://id.loc.gov/authorities/names/n80013526,http://isni.org/isni/0000000121302794,100,100,100,100,100,
"Taine, Hippolyte","Taine, Hippolyte, 1828-1893.",http://viaf.org/viaf/2477374,http://id.loc.gov/authorities/names/n50013342,http://isni.org/isni/0000000121178586,73,100,75,100,87,
"Taracena, Blas","Taracena Aguirre, Blas, 1895-1951",http://viaf.org/viaf/60090205,http://id.loc.gov/authorities/names/n85078079,http://isni.org/isni/0000000066349476,61,56,59,100,69,
"Tarchiani, Nello","Tarchiani, Nello.",http://viaf.org/viaf/227766317,http://id.loc.gov/authorities/names/n85295177,http://isni.org/isni/0000000363713502,91,94,100,100,"96,25",
"Taylor, Francis Henry",,http://viaf.org/viaf/52852461,,,,,,,,
"Taylor, Joshua C.","Taylor, Joshua Charles, 1917-1981",http://viaf.org/viaf/108632377,http://id.loc.gov/authorities/names/n50009283,http://isni.org/isni/0000000110322327,64,94,65,93,79,
"Taylor, William",,http://viaf.org/viaf/5986440,,,,,,,,
"Technau, Werner","Technau, Werner, 1902-",http://viaf.org/viaf/61910581,http://id.loc.gov/authorities/names/no2001069786,http://isni.org/isni/0000000078205461,81,100,85,100,"91,5",
"Temanza, Tommaso","Temanza, Tommaso, 1705-1789",http://viaf.org/viaf/35257636,http://id.loc.gov/authorities/names/n86092906,http://isni.org/isni/0000000083428643,74,100,75,100,"87,25",
"Ter Kuile, Engelbert Hendrik","Kuile, E.H. ter (Engelbert Hendrik), 1900-1988",http://viaf.org/viaf/46822377,http://id.loc.gov/authorities/names/no93004227,http://isni.org/isni/0000000116344412,66,70,79,100,"78,75",
"Ternois, Daniel","Ternois, Daniel, 1924-....",http://viaf.org/viaf/17289185,http://id.loc.gov/authorities/names/n83013547,http://isni.org/isni/0000000108748468,73,100,85,100,"89,5",
"Tervarent, Guy de",,http://viaf.org/viaf/44675769,,,0,0,0,0,0,
"Terwen, Jacobus Johannes",,http://viaf.org/viaf/206625129,,,0,0,0,0,0,
"Thausing, Moriz","Thausing, Moritz, 1838-1884",http://viaf.org/viaf/32770540,http://id.loc.gov/authorities/names/no2005040593,http://isni.org/isni/0000000108857891,71,93,72,73,"77,25",
"Thieme, Ulrich",,http://viaf.org/viaf/51779512,,,,,,,,
"Thienen, Frithjof W. S. van",,http://viaf.org/viaf/90772730,,,,,,,,
"Thiersch, Hermann",,http://viaf.org/viaf/59858714,,,,,,,,
"Thode, Henry",,http://viaf.org/viaf/61702833,,,,,,,,
"Thompson, Dorothy Burr","Thompson, Dorothy Burr, 1900-2001",http://viaf.org/viaf/92724499,http://id.loc.gov/authorities/names/n87879419,http://isni.org/isni/0000000121436717,80,100,81,100,"90,25",
"Thompson, John D.","Thompson, John S. D. (John Sparrow David), Sir, 1844-1894",http://viaf.org/viaf/3913519,http://id.loc.gov/authorities/names/n85191662,http://isni.org/isni/0000000115585564,46,94,46,100,"71,5",
"Thompson, Robert Farris","Thompson, Robert Farris, 1932-....",http://viaf.org/viaf/41998344,http://id.loc.gov/authorities/names/n81087191,http://isni.org/isni/000000012024617X,81,100,90,100,"92,75",
"Thoré, Etienne-Joseph-Théophile","Thor&#xE9;, Th&#xE9;ophile, 1807-1869",http://viaf.org/viaf/2597399,http://id.loc.gov/authorities/names/no89015510,http://isni.org/isni/0000000108632131,41,45,43,46,"43,75",
"Thuillier, Jacques","Thuillier, Jacques, 1928-2011",http://viaf.org/viaf/9854212,http://id.loc.gov/authorities/names/n50011887,http://isni.org/isni/0000000108684783,78,95,77,100,"87,5",
"Ticozzi, Stefano","Ticozzi, Stefano, 1762-1836.",http://viaf.org/viaf/34565719,http://id.loc.gov/authorities/names/n93064969,http://isni.org/isni/0000000108867862,73,100,75,100,87,
"Tidworth, Simon","Tidworth, Simon",http://viaf.org/viaf/53799362,http://id.loc.gov/authorities/names/no2001039579,http://isni.org/isni/0000000082352974,100,100,100,100,100,
"Tietze, Hans","Tietze, Hans, 1880-1954",http://viaf.org/viaf/64086392,http://id.loc.gov/authorities/names/n84059969,http://isni.org/isni/0000000109090119,42,45,40,48,"43,75",
"Tietze-Conrat, Erica",,http://viaf.org/viaf/22130737,,,,,,,,
"Tikkanen, J. J.","Tikkanen, Johan Jakob, 1857-1930",http://viaf.org/viaf/20603177,http://id.loc.gov/authorities/names/nb2007012596,http://isni.org/isni/0000000108774498,55,73,52,89,"67,25",
"Timmers, J. J. M.","Timmers, J.J.M. (Jan Joseph Marie), 1907-1996",http://viaf.org/viaf/8583544,http://id.loc.gov/authorities/names/n50012725,http://isni.org/isni/0000000110207839,48,88,49,100,"71,25",
"Tintelnot, Hans",,http://viaf.org/viaf/111617680,,,,,,,,
"Titi, Filippo","Titi, Filippo",http://viaf.org/viaf/358441,http://id.loc.gov/authorities/names/n80081474,http://isni.org/isni/0000000079693591,96,100,100,100,99,
"Toesca, Pietro","Toesca, Pietro, 1877-1962",http://viaf.org/viaf/66570758,http://id.loc.gov/authorities/names/n83197996,http://isni.org/isni/0000000109108104,72,100,72,100,86,
"Tolnay, Charles de","De Tolnay, Charles, 1899-1981.",http://viaf.org/viaf/56616996,http://id.loc.gov/authorities/names/n50040419,http://isni.org/isni/0000000108576803,67,89,77,100,"83,25",
"Tonks, Oliver Samuel",,http://viaf.org/viaf/22149196513774792071,,,0,0,0,0,0,
"Tormo y Monzó, Elías","Tormo y Monz&#xF3;, El&#xED;as, 1869-1957",http://viaf.org/viaf/22176484,http://id.loc.gov/authorities/names/n82134200,http://isni.org/isni/0000000114394299,60,73,57,83,"68,25",
"Torres Balbás, Leopoldo","Torres Balb&#xE1;s, Leopoldo, 1888-1960",http://viaf.org/viaf/64000526,http://id.loc.gov/authorities/names/n82144552,http://isni.org/isni/0000000122808842,72,76,70,83,"75,25",
"Toussaint, Manuel","Toussaint, Manuel, 1890-1955",http://viaf.org/viaf/20056121,http://id.loc.gov/authorities/names/n82222196,http://isni.org/isni/0000000108557733,76,100,76,100,88,
"Toynbee, J. M. C.","Toynbee, Jocelyn Mary Catherine, 1897-1985",http://viaf.org/viaf/9876120,http://id.loc.gov/authorities/names/n50014641,http://isni.org/isni/0000000110208778,47,65,49,70,"57,75",
"Trachtenberg, Marvin","Trachtenberg, Marvin.",http://viaf.org/viaf/164233,http://id.loc.gov/authorities/names/n50014648,http://isni.org/isni/0000000080794568,98,100,100,100,"99,5",
"Trautscholdt, Eduard",,http://viaf.org/viaf/213067467,,,0,0,0,0,0,
"Trendall, A. D.",,http://viaf.org/viaf/39391890,,,,,,,,
"Tresham, Henry",,http://viaf.org/viaf/232104368,,,,,,,,
"Treu, Georg",,http://viaf.org/viaf/3276495,,,,,,,,
"Trichet du Fresne, Raphaël","Trichet du Fresne, Rapha&#xEB;l, 1611-1661",http://viaf.org/viaf/29665901,http://id.loc.gov/authorities/names/n93034639,http://isni.org/isni/0000000081087988,74,92,73,83,"80,5",
"Tristram, E. W.","Tristram, E.W. (Ernest William), 1882-1952",http://viaf.org/viaf/24780392,http://id.loc.gov/authorities/names/no2010005207,http://isni.org/isni/0000000083655010,49,93,49,100,"72,75",
"Tschira, Arnold","Tschira, Arnold 1910-1969",http://viaf.org/viaf/71870473,http://id.loc.gov/authorities/names/n84095638,http://isni.org/isni/0000000120283245,75,100,74,100,"87,25",
"Tschudi, Hugo von",,http://viaf.org/viaf/46906159,,,,,,,,
"Tselos, Dimitri",,http://viaf.org/viaf/89447599,,,,,,,,
"Tucci, Giuseppe","Tucci, Giuseppe, 1894-1984",http://viaf.org/viaf/24608758,http://id.loc.gov/authorities/names/n50011743,http://isni.org/isni/0000000121244491,73,100,74,100,"86,75",
"Tucker, Marcia","Tucker, Marcia.",http://viaf.org/viaf/32014901,http://id.loc.gov/authorities/names/n50012639,http://isni.org/isni/0000000116155494,90,93,100,100,"95,75",
"Tuckerman, Arthur L.",,http://viaf.org/viaf/173672996,,,0,0,0,0,0,
"Tuckerman, Henry Theodore","Tuckerman, Henry T. (Henry Theodore), 1813-1871",http://viaf.org/viaf/42895727,http://id.loc.gov/authorities/names/n85801330,http://isni.org/isni/0000000109669673,69,80,73,100,"80,5",
"Tufts, Eleanor","Tufts, Eleanor",http://viaf.org/viaf/62905787,http://id.loc.gov/authorities/names/n82214021,http://isni.org/isni/0000000374244553,100,100,100,100,100,
"Tümpel, Christian","T&#xFC;mpel, Christian",http://viaf.org/viaf/110657848,http://id.loc.gov/authorities/names/n89643529,http://isni.org/isni/0000000109348597,82,88,80,80,"82,5",
"Turner, Thomas Hudson",,http://viaf.org/viaf/41784566,,,,,,,,
"Tyler, Royall",,http://viaf.org/viaf/89805025,,,,,,,,
"Uhde, Willy",,http://viaf.org/viaf/14777632,,,,,,,,
"Ullmann, Hermann",,http://viaf.org/viaf/77089150,,,,,,,,
"Underwood, Paul A.","Underwood, Paul Atkins, 1902-1968",http://viaf.org/viaf/89440888,http://id.loc.gov/authorities/names/no2014155378,http://isni.org/isni/0000000076888430,67,94,68,93,"80,5",
"Urian, Savine Ree",,,,,0,0,0,0,0,
"Uspensky, Boris","Uspenskij, Boris Andreevi&#x10D;, 1937-",http://viaf.org/viaf/90631286,http://id.loc.gov/authorities/names/n82055030,http://isni.org/isni/0000000114773627,52,87,54,54,"61,75",
"Utitz, Emil","Utitz, Emil, 1883-1956.",http://viaf.org/viaf/119448957,http://id.loc.gov/authorities/names/n88125439,http://isni.org/isni/0000000109394366,65,100,67,100,83,
"Vaernewyck, Marc van","Van Vaernewijck, Marcus, 1518-1569",http://viaf.org/viaf/27494212,http://id.loc.gov/authorities/names/no2010097715,http://isni.org/isni/0000000079878959,59,75,71,71,69,
"Valentiner, Wilhelm Rheinhold Otto",,http://viaf.org/viaf/62351190,,,0,0,0,0,0,
"van Bercham, Max",,,,,0,0,0,0,0,
"Van de Waal, Henri","Waal, H. van de (Henri), 1910-1972",http://viaf.org/viaf/49295305,http://id.loc.gov/authorities/names/nr88001535,http://isni.org/isni/0000000083434824,42,61,74,100,"69,25",
"van der Grinten, Evert F.","Grinten, E.F. van der (Evert Frans), 1920-2009",http://viaf.org/viaf/65275577,http://id.loc.gov/authorities/names/n79023060,http://isni.org/isni/0000000061334400,45,60,72,100,"69,25",
"van der Meer, Frits","Meer, Frederik &#x98;van der&#x9C; 1904-1994",http://viaf.org/viaf/110866442,http://id.loc.gov/authorities/names/n79115512,http://isni.org/isni/000000011779831X,29,47,56,80,53,
"Van Dyke, John C.","Van Dyke, John Charles, 1856-1932",http://viaf.org/viaf/77120154,http://id.loc.gov/authorities/names/n80023187,http://isni.org/isni/0000000117714729,64,94,65,93,79,
"van Eynden, Roeland",,http://viaf.org/viaf/76672202,,,,,,,,
"Van Gelder, H. E.",,http://viaf.org/viaf/10599577,,,,,,,,
"van Gelder, J. G.","Gelder, J.G. van (Jan Gerrit), 1903-1980",http://viaf.org/viaf/37227873,http://id.loc.gov/authorities/names/n85327606,http://isni.org/isni/0000000110554232,42,71,57,100,"67,5",
"Van Gool, Johan","Gool, Johan van, 1685-1763",http://viaf.org/viaf/57416265,http://id.loc.gov/authorities/names/n92054141,http://isni.org/isni/0000000121345524,57,75,74,100,"76,5",
"Van Mander, Karel","Mander, Karel van, 1548-1606",http://viaf.org/viaf/121932539,http://id.loc.gov/authorities/names/n82115325,http://isni.org/isni/0000000120335172,58,76,76,100,"77,5",
"Van Marle, Raimond","Marle, Raimond &#x98;van&#x9C; 1888-1936",http://viaf.org/viaf/69714804,http://id.loc.gov/authorities/names/nr94009298,http://isni.org/isni/0000000109131021,48,78,65,100,"72,75",
"Van Nice, Robert L.","Van Nice, Robert L.",http://viaf.org/viaf/17058287,http://id.loc.gov/authorities/names/no2009009276,http://isni.org/isni/0000000061405280,100,100,100,100,100,
"Van Os, Henk","Os, H.W. van (Hendrik Willem), 1938-",http://viaf.org/viaf/161451384,http://id.loc.gov/authorities/names/n50049639,http://isni.org/isni/0000000355779085,33,58,54,71,54,
"Van Schendel, Arthur F. É.",,http://viaf.org/viaf/89425200,,,0,0,0,0,0,
"van Thiel, Pieter J. J.","Thiel, Pieter Jacobus Johannes van",http://viaf.org/viaf/32006281,http://id.loc.gov/authorities/names/n84060051,http://isni.org/isni/0000000117566201,60,74,75,94,"75,75",
"Vanbeselaere, Walther Jan Clemens","Vanbeselaere, Walther, 1908-1988",http://viaf.org/viaf/8673888,http://id.loc.gov/authorities/names/n79145783,http://isni.org/isni/0000000084237435,68,69,71,80,72,
"Vanuxem, Jacques",,http://viaf.org/viaf/311185624,,,,,,,,
"Varchi, Benedotto","Varchi, Benedetto",http://viaf.org/viaf/46868282,,,,,,,,
"Varnedoe, Kirk",,http://viaf.org/viaf/108950666,,,,,,,,
"Vasari, Giorgio","Vasari, Giorgio, 1511-1574.",http://viaf.org/viaf/46768219,http://id.loc.gov/authorities/names/n79084160,http://isni.org/isni/0000000121309590,74,94,74,100,"85,5",
"Vasconcelos, Joaquim de",,http://viaf.org/viaf/39419992,,,,,,,,
"Vauxcelles, Louis",,http://viaf.org/viaf/59247332,,,,,,,,
"Vavalà, Evelyn Sandberg","Sandberg-Vaval&#xE0;, Evelyn.",http://viaf.org/viaf/33498031,http://id.loc.gov/authorities/names/n86847940,http://isni.org/isni/0000000116172534,50,60,91,100,"75,25",
"Vecchi, Pier Luigi","De Vecchi, Pierluigi.",http://viaf.org/viaf/31995235,http://id.loc.gov/authorities/names/n50036666,http://isni.org/isni/0000000108845719,82,89,67,67,"76,25",
"Venturi, Adolfo","Venturi, Adolfo, 1856-1941.",http://viaf.org/viaf/32035510,http://id.loc.gov/authorities/names/n86130406,http://isni.org/isni/0000000122780341,71,100,74,100,"86,25",
"Venturi, Lionello",,http://viaf.org/viaf/18634,,,,,,,,
"Verdier, Philippe","Verdier, Philippe.",http://viaf.org/viaf/103226845,http://id.loc.gov/authorities/names/n82158230,http://isni.org/isni/0000000073441043,92,94,100,100,"96,5",
"Vermeule, Cornelius C., III",,http://viaf.org/viaf/12374909,,,,,,,,
"Vermeulen, Frans Andé Jozef",,http://viaf.org/viaf/237883190,,,,,,,,
"Verneilh, Félix Joseph de, Comte",,http://viaf.org/viaf/66458702,,,,,,,,
"Veth, Jan",,http://viaf.org/viaf/20490271,,,,,,,,
"Vey, Horst","Vey, Horst.",http://viaf.org/viaf/32033187,http://id.loc.gov/authorities/names/n91061341,http://isni.org/isni/0000000110237173,87,91,100,100,"94,5",
"Victor, Karl",,,,,,,,,,
"Villani, Filippo","Villani, Filippo ca 1325-1405",http://viaf.org/viaf/260407673,http://id.loc.gov/authorities/names/n79082057,http://isni.org/isni/0000000083448150,71,100,70,100,"85,25",
"Villot, Fédéric",,http://viaf.org/viaf/24733526,,,0,0,0,0,0,
"Viollet-le-Duc, Eugène","Viollet-le-Duc, Eug&#xE8;ne-Emmanuel, 1814-1879",http://viaf.org/viaf/95213556,http://id.loc.gov/authorities/names/n50058877,http://isni.org/isni/000000012144192X,61,86,56,82,"71,25",
"Vischer, Robert",,http://viaf.org/viaf/74630022,,,,,,,,
"Visconti, Ennio Guirino","Visconti, Ennio Quirino",http://viaf.org/viaf/12366161,,,,,,,,
"Visconti, Filippo Aurelio",,http://viaf.org/viaf/56962634,,,,,,,,
"Visconti, G. B.",,,,,,,,,,
"Viterbo, Sousa","Viterbo, Sousa, 1845-1910.",http://viaf.org/viaf/49483975,http://id.loc.gov/authorities/names/n85079434,http://isni.org/isni/000000008381099X,70,100,72,100,"85,5",
"Vitet, Ludovic","Vitet, Ludovic, 1802-1873",http://viaf.org/viaf/5078796,http://id.loc.gov/authorities/names/n88053277,http://isni.org/isni/0000000120988173,72,100,72,100,86,
"Vitry, Paul","Vitry, Paul, 1872-1941",http://viaf.org/viaf/39500190,http://id.loc.gov/authorities/names/nr89010852,http://isni.org/isni/0000000110252859,67,100,67,100,"83,5",
"Vitzthum von Eckstädt, Georg, Graf",,http://viaf.org/viaf/102322936,,,,,,,,
"Vöge, Wilhelm",,http://viaf.org/viaf/69047467,,,,,,,,
"Vogel, Hans",,,,,,,,,,
"Vogelsang, Willem","Vogelsang, W. (Willem), 1875-1954",http://viaf.org/viaf/92113734,http://id.loc.gov/authorities/names/n88633438,http://isni.org/isni/0000000109246857,68,76,73,100,"79,25",
"Vogüé, Charles-Jean-Melchior, Marquis de","Vog&#xFC;&#xE9;, Melchior de, 1829-1916.",http://viaf.org/viaf/22150082,http://id.loc.gov/authorities/names/n87933730,http://isni.org/isni/0000000118738095,41,40,46,62,"47,25",
"Voit, August von","Voit, August &#x98;von&#x9C; 1801-1870",http://viaf.org/viaf/77094788,http://id.loc.gov/authorities/names/n83038784,http://isni.org/isni/0000000080654071,59,81,62,100,"75,5",
"Volbach, Fritz",,http://viaf.org/viaf/68990798,,,,,,,,
"Volkmann, Ludwig",,http://viaf.org/viaf/13086127,,,,,,,,
"Voll, Karl","Voll, Karl.",http://viaf.org/viaf/22496511,http://id.loc.gov/authorities/names/n86074381,http://isni.org/isni/0000000116066715,95,100,100,100,"98,75",
"Vollmer, Hans","Vollmer, Hans, 1878-1969",http://viaf.org/viaf/112843985,http://id.loc.gov/authorities/names/n82147141,http://isni.org/isni/0000000109368141,70,100,71,100,"85,25",
"von Schneider, Robert",,http://viaf.org/viaf/61910360,,,0,0,0,0,0,
"von Urlichs, Karl Ludwig","Urlichs, Ludwig &#x98;von&#x9C; 1813-1889",http://viaf.org/viaf/25403353,http://id.loc.gov/authorities/names/nr2001034168,http://isni.org/isni/0000000108808870,46,62,64,88,65,
"Vorenkamp, Alphonsus Petrus Antonius",,http://viaf.org/viaf/192521562,,,,,,,,
"Vosmaer, Carel",,http://viaf.org/viaf/71380287,,,,,,,,
"Voss, Hermann","Voss, Hermann, 1884-1969",http://viaf.org/viaf/44473159,http://id.loc.gov/authorities/names/n2004021237,http://isni.org/isni/0000000108935079,70,100,71,100,"85,25",
"Vries, A. B., de","Vries, Ary Bob &#x98;de&#x9C; 1905-1983",http://viaf.org/viaf/41969973,http://id.loc.gov/authorities/names/n80145050,http://isni.org/isni/0000000108917719,49,61,52,80,"60,5",
"Vries, Adrianus Daniël, de",,http://viaf.org/viaf/51680036,,,0,0,0,0,0,
"Waagen, Gustav Friedrich","Waagen, Gustav Friedrich, 1794-1868",http://viaf.org/viaf/62316937,http://id.loc.gov/authorities/names/n84057198,http://isni.org/isni/0000000107825740,81,100,82,100,"90,75",
"Wackenroder, Wilhelm Heinrich",,http://viaf.org/viaf/54230543,,,,,,,,
"Wackernagel, Martin","Wackernagel, Wilhelm, 1806-1869",http://viaf.org/viaf/7513817,http://id.loc.gov/authorities/names/n87902968,http://isni.org/isni/0000000083390876,56,74,51,76,"64,25",
"Waetzoldt, Stephan",,http://viaf.org/viaf/111292991,,,,,,,,
"Waetzoldt, Wilhelm","Waetzoldt, Wilhelm, 1880-1945",http://viaf.org/viaf/10614048,http://id.loc.gov/authorities/names/n93076853,http://isni.org/isni/0000000108551008,77,100,77,100,"88,5",
"Wagner-Rieger, Renate","Wagner-Rieger, Renate, 1921-1980",http://viaf.org/viaf/36913517,http://id.loc.gov/authorities/names/n89610025,http://isni.org/isni/0000000121006434,79,100,80,100,"89,75",
"Waldmann, Emil",,http://viaf.org/viaf/22264189,,,,,,,,
"Waldstein, Charles","Waldstein, Charles, sir, 1856-1927",http://viaf.org/viaf/781950,http://id.loc.gov/authorities/names/nr94008558,http://isni.org/isni/0000000120954520,69,100,71,100,85,
"Waley, Arthur",,http://viaf.org/viaf/69018594,,,,,,,,
"Walicki, Michał",,http://viaf.org/viaf/52219232,,,,,,,,
"Walker, John, III","Walker, John, 1939-",http://viaf.org/viaf/6276429,http://id.loc.gov/authorities/names/n82060849,http://isni.org/isni/0000000114668982,78,82,77,85,"80,5",
"Wallen, Burr E.",,http://viaf.org/viaf/28330893,,,0,0,0,0,0,
"Waller, François Gérard","Waller, Franc&#x327;ois Ge&#x301;rard, 1867-1934",http://viaf.org/viaf/120401780,http://id.loc.gov/authorities/names/n82000684,http://isni.org/isni/0000000084160503,60,68,59,59,"61,5",
"Walsh, John, Jr.","Walsh, John, 1937-",http://viaf.org/viaf/110256487,http://id.loc.gov/authorities/names/n80161937,http://isni.org/isni/0000000109343702,72,72,71,87,"75,5",
"Walter, Otto",,http://viaf.org/viaf/110561190,,,,,,,,
"Walters, Henry Beauchamp","Walters, Henry Beauchamp, 1867-1944",http://viaf.org/viaf/71420319,http://id.loc.gov/authorities/names/n50026445,http://isni.org/isni/0000000109136674,81,100,82,100,"90,75",
"Walzel, Oskar","Walzel, Oskar, 1864-1944",http://viaf.org/viaf/37712030,http://id.loc.gov/authorities/names/nr89007236,http://isni.org/isni/0000000108889965,70,100,71,100,"85,25",
"Warburg, Aby M.","Warburg, Aby Moritz, 1866-1929",http://viaf.org/viaf/39394539,http://id.loc.gov/authorities/names/n81043662,http://isni.org/isni/000000012320520X,62,93,63,92,"77,5",
"Warburg, Eddie","Warburg, Edward M. M.",http://viaf.org/viaf/63577975,http://id.loc.gov/authorities/names/no93004458,,69,79,71,76,"73,75",
"Ward, Clarence",,http://viaf.org/viaf/244430566,,,,,,,,
"Ward-Perkins, J. B.","Ward-Perkins, J.B. (John Bryan), 1912-1981",http://viaf.org/viaf/36979215,http://id.loc.gov/authorities/names/n79063511,http://isni.org/isni/0000000120959399,59,95,60,100,"78,5",
"Ware, William R.","Ware, William Robert, 1832-1915",http://viaf.org/viaf/34627522,http://id.loc.gov/authorities/names/n86818960,http://isni.org/isni/000000008371405X,64,94,65,92,"78,75",
"Warner, Langdon","Warner, Langdon, 1881-1955",http://viaf.org/viaf/27878933,http://id.loc.gov/authorities/names/n91005171,http://isni.org/isni/0000000082108074,73,100,74,100,"86,75",
"Warnke, Martin",,http://viaf.org/viaf/109304475,,,,,,,,
"Warren, Herbert Langford","Warren, Herbert Langford, 1857-1917",http://viaf.org/viaf/8463536,http://id.loc.gov/authorities/names/no98084887,http://isni.org/isni/0000000066801688,82,96,82,100,90,
"Waser, Otto",,http://viaf.org/viaf/8158009,,,,,,,,
"Waterhouse, Ellis K., Sir",,http://viaf.org/viaf/2505753,,,,,,,,
"Waterhouse, P. Leslie","Waterhouse, Percy Leslie, 1864-....",http://viaf.org/viaf/68837831,http://id.loc.gov/authorities/names/n2010048198,http://isni.org/isni/0000000109838430,71,81,81,94,"81,75",
"Watkins, Law B.","Watkins, Law Bradley",http://viaf.org/viaf/53952744,http://id.loc.gov/authorities/names/no2008038937,http://isni.org/isni/0000000046862352,80,93,81,92,"86,5",
"Watson, Francis John Bagott, Sir",,http://viaf.org/viaf/69008533,,,0,0,0,0,0,
"Watzinger, Carl","Watzinger, Carl, 1877-1948",http://viaf.org/viaf/64776334,http://id.loc.gov/authorities/names/n89644635,http://isni.org/isni/0000000081448560,73,100,74,100,"86,75",
"Wauters, A.-J.","Wauters, Alphonse-Jules, 1845-1916",http://viaf.org/viaf/59468283,http://id.loc.gov/authorities/names/n86013698,http://isni.org/isni/0000000110277335,50,71,51,78,"62,5",
"Weale, William Henry James","Weale, William Henry James, 1832-1917",http://viaf.org/viaf/88944947,http://id.loc.gov/authorities/names/n93015473,http://isni.org/isni/0000000109229811,83,100,83,100,"91,5",
"Webb, Geoffrey","Webb, Geoffrey Fairbank, 1898-1970",http://viaf.org/viaf/92847733,http://id.loc.gov/authorities/names/n87814409,http://isni.org/isni/0000000109252464,58,100,58,100,79,
"Weber, Hans",,,,,,,,,,
"Webster, J. Carson","Webster, James Carson, 1905-....",http://viaf.org/viaf/120172544,http://id.loc.gov/authorities/names/n82088628,http://isni.org/isni/0000000110080567,68,78,78,93,"79,25",
"Webster, T. B. L.","Webster, T.B.L. (Thomas Bertram Lonsdale), 1905-1974",http://viaf.org/viaf/12432514,http://id.loc.gov/authorities/names/n50023787,http://isni.org/isni/0000000108708167,43,88,43,100,"68,5",
"Weese, Arthur","Weese, Artur, 1868-",http://viaf.org/viaf/34882708,http://id.loc.gov/authorities/names/n88609557,http://isni.org/isni/0000000109640678,75,92,79,79,"81,25",
"Wegner, Max","Wegner, Max, 1902-1998",http://viaf.org/viaf/108243641,http://id.loc.gov/authorities/names/n83200980,http://isni.org/isni/0000000109309555,67,100,67,100,"83,5",
"Wehle, Harry B.",,http://viaf.org/viaf/98294497,,,,,,,,
"Weickert, Carl","Weickert, Carl, 1885-1975",http://viaf.org/viaf/37275035,http://id.loc.gov/authorities/names/no2003128233,http://isni.org/isni/0000000079736248,72,100,72,100,86,
"Weigand, Edmund","Weigand, Edmund",http://viaf.org/viaf/39305080,http://id.loc.gov/authorities/names/nr2001025586,http://isni.org/isni/0000000078578401,100,100,100,100,100,
"Weigelt, Curt H.","Weigelt, Curt H., 1883-",http://viaf.org/viaf/57637365,http://id.loc.gov/authorities/names/nr95019536,http://isni.org/isni/0000000081371655,82,100,85,100,"91,75",
"Weigert, Hans",,http://viaf.org/viaf/35229216,,,,,,,,
"Weil-Garris, Kathleen",,http://viaf.org/viaf/88798816,,,,,,,,
"Weinberger, Martin",,http://viaf.org/viaf/52314389,,,,,,,,
"Weisbach, Werner",,http://viaf.org/viaf/10641751,,,,,,,,
"Weise, Georg",,http://viaf.org/viaf/57388065,,,,,,,,
