name,label,viaf,lc,isni,bnf,dnb,wd,wikipedia
Negro E.,"Negro, Emilio",http://viaf.org/viaf/14818003,http://id.loc.gov/authorities/names/n90642816,http://isni.org/isni/0000000061228632,http://catalogue.bnf.fr/ark:/12148/cb12201054z,http://d-nb.info/gnd/133540359,,
Nesi A.,"Nesi, Alessandro",http://viaf.org/viaf/24891648,http://id.loc.gov/authorities/names/n2005026896,http://isni.org/isni/0000000035270255,,http://d-nb.info/gnd/133085376,,
Nessi S.,"Nessi, Silvestro",http://viaf.org/viaf/19694250,http://id.loc.gov/authorities/names/n79124637,http://isni.org/isni/0000000078197908,http://catalogue.bnf.fr/ark:/12148/cb12036860k,http://d-nb.info/gnd/14135254X,,
Nicolle M.,"Nicolle, Marcel",http://viaf.org/viaf/206182473,http://id.loc.gov/authorities/names/no2008161640,http://isni.org/isni/0000000398581650,http://catalogue.bnf.fr/ark:/12148/cb13301695h,http://d-nb.info/gnd/188390316,http://www.wikidata.org/entity/Q3289258,https://fr.wikipedia.org/wiki/Marcel_Nicolle
Nikolenko L.,"Nikolenko, Lada",http://viaf.org/viaf/204320194,http://id.loc.gov/authorities/names/n83301484,http://isni.org/isni/0000000082547456,,http://d-nb.info/gnd/120259214,,
Northall J.,"Northall, John",http://viaf.org/viaf/52032627,http://id.loc.gov/authorities/names/nr93029134,http://isni.org/isni/0000000053356108,,http://d-nb.info/gnd/100229123,http://www.wikidata.org/entity/Q18009154,https://en.wikipedia.org/wiki/John_Northall
Offner R.,"Offner, Richard",http://viaf.org/viaf/2557281,http://id.loc.gov/authorities/names/n84183868,http://isni.org/isni/0000000080820180,http://catalogue.bnf.fr/ark:/12148/cb12401737n,http://d-nb.info/gnd/129608491,http://www.wikidata.org/entity/Q19754099,
Ojetti U.,"Ojetti, Ugo",http://viaf.org/viaf/36957491,http://id.loc.gov/authorities/names/n80119381,http://isni.org/isni/0000000122783710,http://catalogue.bnf.fr/ark:/12148/cb12163340n,http://d-nb.info/gnd/118786946,http://www.wikidata.org/entity/Q4002867,https://ca.wikipedia.org/wiki/Ugo_Ojetti
Olsen H.,"Olsen,Harald",http://viaf.org/viaf/64025757,http://id.loc.gov/authorities/names/n78062539,http://isni.org/isni/0000000117669649,http://catalogue.bnf.fr/ark:/12148/cb120550460,http://d-nb.info/gnd/143695630,http://www.wikidata.org/entity/Q5653988,https://en.wikipedia.org/wiki/Harald_Sverre_Olsen
Orsini B.,"Orsini, Baldassarre",http://viaf.org/viaf/44289137,http://id.loc.gov/authorities/names/n87141287,http://isni.org/isni/0000000066312657,http://catalogue.bnf.fr/ark:/12148/cb105083808,http://d-nb.info/gnd/122051653,http://www.wikidata.org/entity/Q37766192,
Ottino della Chiesa A.,"Ottino-Della Chiesa, Angela",http://viaf.org/viaf/95203596,http://id.loc.gov/authorities/names/n50049557,http://isni.org/isni/0000000114779631,http://catalogue.bnf.fr/ark:/12148/cb12111022c,http://d-nb.info/gnd/1067689052,,
Paatz E.,"Paatz, Elisabeth",http://viaf.org/viaf/74239556,,http://isni.org/isni/0000000118779794,,http://d-nb.info/gnd/116011327,http://www.wikidata.org/entity/Q22991137,
Paatz W.,"Paatz, Walter",http://viaf.org/viaf/64747062,http://id.loc.gov/authorities/names/n83011312,http://isni.org/isni/0000000121368902,,http://d-nb.info/gnd/116011335,http://www.wikidata.org/entity/Q1411933,https://de.wikipedia.org/wiki/Walter_Paatz
Pace V.,"Pace, Valentino",http://viaf.org/viaf/61668014,http://id.loc.gov/authorities/names/n82074122,http://isni.org/isni/0000000121017782,http://catalogue.bnf.fr/ark:/12148/cb12629474q,http://d-nb.info/gnd/128727632,,
Padovani S.,"Padovani, Serena",http://viaf.org/viaf/44369094,http://id.loc.gov/authorities/names/n82034781,http://isni.org/isni/0000000081227610,http://catalogue.bnf.fr/ark:/12148/cb123287189,http://d-nb.info/gnd/135908302,,
Pagnotta L.,"Pagnotta, Laura",http://viaf.org/viaf/164694,http://id.loc.gov/authorities/names/n86839637,http://isni.org/isni/0000000083493197,http://catalogue.bnf.fr/ark:/12148/cb134913842,,,
Pallucchini R.,"Pallucchini, Rodolfo",http://viaf.org/viaf/89753449,http://id.loc.gov/authorities/names/n79039944,http://isni.org/isni/0000000107855835,http://catalogue.bnf.fr/ark:/12148/cb12412991f,http://d-nb.info/gnd/121787001,http://www.wikidata.org/entity/Q3438258,https://fr.wikipedia.org/wiki/Rodolfo_Pallucchini
Palumbo G.,"Palumbo, Giuseppe",http://viaf.org/viaf/2072482,http://id.loc.gov/authorities/names/no97039002,,,,,
Pani A.J.,"Pani, Alberto J.",http://viaf.org/viaf/61395718,http://id.loc.gov/authorities/names/nr90027108,http://isni.org/isni/0000000067887882,,,http://www.wikidata.org/entity/Q2481334,https://es.wikipedia.org/wiki/Alberto_J._Pani
Panofsky E.,"Panofsky, Erwin, 1892-1968.",http://viaf.org/viaf/76321051,http://id.loc.gov/authorities/names/n50050209,http://isni.org/isni/0000000121400415,http://catalogue.bnf.fr/ark:/12148/cb11918531n,http://d-nb.info/gnd/118591568,http://www.wikidata.org/entity/Q57656,https://ar.wikipedia.org/wiki/\u0625\u0631\u0648\u064a\u0646_\u0628\u0627\u0646\u0648\u0641\u0633\u0643\u064a
Panofsky-Soergel G.,"Panofsky-Soergel, Gerda",http://viaf.org/viaf/3205008,http://id.loc.gov/authorities/names/n89638872,http://isni.org/isni/0000000108639376,,http://d-nb.info/gnd/11566212X,http://www.wikidata.org/entity/Q40988084,https://de.wikipedia.org/wiki/Gerda_Panofsky-Soergel
Pansecchi F.,"Pansecchi, Fiorella",http://viaf.org/viaf/241453466,,http://isni.org/isni/0000000377474207,,,,
Paolucci A.,"Paolucci, Antonio, 1939-....",http://viaf.org/viaf/90146810,http://id.loc.gov/authorities/names/n87879708,http://isni.org/isni/0000000122828456,http://catalogue.bnf.fr/ark:/12148/cb12174533c,http://d-nb.info/gnd/115564780,http://www.wikidata.org/entity/Q913004,https://de.wikipedia.org/wiki/Antonio_Paolucci
Papini G.,"Papini, Giovanni, 1881-1956.",http://viaf.org/viaf/9851499,http://id.loc.gov/authorities/names/n79084144,http://isni.org/isni/000000012120115X,http://catalogue.bnf.fr/ark:/12148/cb11918564m,http://d-nb.info/gnd/118739239,http://www.wikidata.org/entity/Q529858,https://azb.wikipedia.org/wiki/\u062c\u06cc\u0648\u0648\u0627\u0646\u06cc_\u067e\u0627\u067e\u06cc\u0646\u06cc
Passamani B.,"Passamani, Bruno",http://viaf.org/viaf/71438034,http://id.loc.gov/authorities/names/n80035785,http://isni.org/isni/0000000116686076,http://catalogue.bnf.fr/ark:/12148/cb122033966,http://d-nb.info/gnd/1115682423,,
Pedrini C.,"Pedrini, Claudia",http://viaf.org/viaf/25827228,http://id.loc.gov/authorities/names/n85326479,http://isni.org/isni/000000006123491X,http://catalogue.bnf.fr/ark:/12148/cb169090670,http://d-nb.info/gnd/135681693,,
Peretti G.,"Peretti, Gianni",http://viaf.org/viaf/49144341,http://id.loc.gov/authorities/names/nr98035140,http://isni.org/isni/000000005524373X,http://catalogue.bnf.fr/ark:/12148/cb159696652,http://d-nb.info/gnd/136294669,,
Perkins F.M.,"Perkins, F. Mason",http://viaf.org/viaf/62624606,,,,http://d-nb.info/gnd/129308072,http://www.wikidata.org/entity/Q3752743,https://en.wikipedia.org/wiki/Frederick_Mason_Perkins
Petrucci F.,"Petrucci, Francesco",http://viaf.org/viaf/7616893,http://id.loc.gov/authorities/names/nr97043612,http://isni.org/isni/0000000115593011,http://catalogue.bnf.fr/ark:/12148/cb14493780d,http://d-nb.info/gnd/1056333391,,
Phillips C.,"Phillips, Claude",http://viaf.org/viaf/73843070,http://id.loc.gov/authorities/names/nb2010027812,http://isni.org/isni/0000000081532818,http://catalogue.bnf.fr/ark:/12148/cb104107705,http://d-nb.info/gnd/136783236,http://www.wikidata.org/entity/Q5128990,https://en.wikipedia.org/wiki/Claude_Phillips
Piccioli A.,"Piccioli, Angelo",http://viaf.org/viaf/89273085,http://id.loc.gov/authorities/names/n86024017,http://isni.org/isni/0000000081628377,http://catalogue.bnf.fr/ark:/12148/cb13012406f,http://d-nb.info/gnd/102074089,http://www.wikidata.org/entity/Q3617155,https://it.wikipedia.org/wiki/Angelo_Piccioli_(sovrintendente)
Piccirilli P.,"Piccirilli, Pietro",http://viaf.org/viaf/241350121,,,,,http://www.wikidata.org/entity/Q3904162,https://it.wikipedia.org/wiki/Pietro_Piccirilli
Pichou H.,"Pichou, Hélène",http://viaf.org/viaf/66491352,http://id.loc.gov/authorities/names/no2004048287,http://isni.org/isni/0000000044654365,http://catalogue.bnf.fr/ark:/12148/cb12078159r,,,
Pieraccini E.,"Pieraccini, Eugenio",http://viaf.org/viaf/34129929,http://id.loc.gov/authorities/names/no2002079518,http://isni.org/isni/0000000046241425,,http://d-nb.info/gnd/1055474129,,
Pietrangeli C.,"Pietrangeli, Carlo",http://viaf.org/viaf/4950793,,http://isni.org/isni/0000000120987840,http://catalogue.bnf.fr/ark:/12148/cb12056906g,http://d-nb.info/gnd/119518961,http://www.wikidata.org/entity/Q2939235,https://de.wikipedia.org/wiki/Carlo_Pietrangeli
Pigler A.,"Pigler, Andor, 1899-1992",http://viaf.org/viaf/69015354,http://id.loc.gov/authorities/names/n81087129,http://isni.org/isni/0000000109123646,http://catalogue.bnf.fr/ark:/12148/cb12401304k,http://d-nb.info/gnd/1059423340,http://www.wikidata.org/entity/Q125893,https://eo.wikipedia.org/wiki/Andor_Pigler
Pignatti T.,"Pignatti, Terisio, 1920-2004",http://viaf.org/viaf/166976553,http://id.loc.gov/authorities/names/n79063915,http://isni.org/isni/0000000114672404,http://catalogue.bnf.fr/ark:/12148/cb11919795p,http://d-nb.info/gnd/133835944,http://www.wikidata.org/entity/Q2404709,https://de.wikipedia.org/wiki/Terisio_Pignatti
Pijoán J.,"Pijo&#xE1;n, Jos&#xE9;, 1881-1963",http://viaf.org/viaf/39386229,http://id.loc.gov/authorities/names/n85831151,http://isni.org/isni/0000000083739628,http://catalogue.bnf.fr/ark:/12148/cb11987966m,http://d-nb.info/gnd/122946650,http://www.wikidata.org/entity/Q531806,https://ca.wikipedia.org/wiki/Josep_Pijoan_i_Soteras
Pilo G.M.,"Pilo, Giuseppe Maria",http://viaf.org/viaf/59237266,http://id.loc.gov/authorities/names/n83035217,http://isni.org/isni/0000000109060999,http://catalogue.bnf.fr/ark:/12148/cb13491356t,http://d-nb.info/gnd/123388112,,
Pinacoteca Ambrosiana,Pinacoteca Ambrosiana,http://viaf.org/viaf/130698811,http://id.loc.gov/authorities/names/n50056779,http://isni.org/isni/0000000121576242,http://catalogue.bnf.fr/ark:/12148/cb12345714m,http://d-nb.info/gnd/1009054-X,http://www.wikidata.org/entity/Q1085811,https://de.wikipedia.org/wiki/Pinacoteca_Ambrosiana_(Mailand)
Pinacoteca di Ravenna,Pinacoteca di Ravenna,http://viaf.org/viaf/161105927,http://id.loc.gov/authorities/names/n82230922,,,,,
Piraccini O.,"Piraccini, Orlando",http://viaf.org/viaf/76476350,http://id.loc.gov/authorities/names/n80119378,http://isni.org/isni/0000000057314693,http://catalogue.bnf.fr/ark:/12148/cb13534877t,,,
Pirondini M.,"Pirondini, Massimo",http://viaf.org/viaf/71437644,http://id.loc.gov/authorities/names/n79060384,http://isni.org/isni/0000000021862663,http://catalogue.bnf.fr/ark:/12148/cb122010559,http://d-nb.info/gnd/133997006,,
Pita Andrade J.M.,"Pita Andrade, Jos&#xE9; Manuel, 1922-2009",http://viaf.org/viaf/66478094,http://id.loc.gov/authorities/names/n50011000,http://isni.org/isni/0000000109102343,http://catalogue.bnf.fr/ark:/12148/cb120142721,http://d-nb.info/gnd/1018352600,http://www.wikidata.org/entity/Q1185766,https://ca.wikipedia.org/wiki/Jos\u00e9_Manuel_Pita_Andrade
Pittaluga M.,"Pittaluga, Mary",http://viaf.org/viaf/79513854,http://id.loc.gov/authorities/names/nr94034360,http://isni.org/isni/000000006630338X,http://catalogue.bnf.fr/ark:/12148/cb10369390q,,http://www.wikidata.org/entity/Q16271446,
Polec J.,"Polec, Janko",http://viaf.org/viaf/309681103,,,,http://d-nb.info/gnd/1055306854,,
Pope-Hennessy J.,"Pope-Hennessy, John",http://viaf.org/viaf/104835683,http://id.loc.gov/authorities/names/n50023189,http://isni.org/isni/0000000114541842,http://catalogue.bnf.fr/ark:/12148/cb12056961m,http://d-nb.info/gnd/118903624,http://www.wikidata.org/entity/Q537874,https://ca.wikipedia.org/wiki/John_Pope-Hennessy
Porzio F.,"Porzio, Francesco",http://viaf.org/viaf/59241752,http://id.loc.gov/authorities/names/n80054510,http://isni.org/isni/000000010906114X,http://catalogue.bnf.fr/ark:/12148/cb135226349,http://d-nb.info/gnd/136023681,,
Prati L.,"Prati, Luciana",http://viaf.org/viaf/24753061,http://id.loc.gov/authorities/names/n87119244,http://isni.org/isni/0000000116092489,http://catalogue.bnf.fr/ark:/12148/cb134826649,http://d-nb.info/gnd/133963454,,
Prezzolini P.,"Prezzolini, Pietro",http://viaf.org/viaf/1818751,http://id.loc.gov/authorities/names/n2001080069,http://isni.org/isni/0000000061302265,,,,
Prosperi Valenti Rodinò S.,"Prosperi Valenti Rodin&#xF2;, Simonetta, 1946-",http://viaf.org/viaf/68953639,http://id.loc.gov/authorities/names/n80071518,http://isni.org/isni/0000000110690496,http://catalogue.bnf.fr/ark:/12148/cb120788319,http://d-nb.info/gnd/13278131X,,
Puerari A.,"Puerari, Alfredo",http://viaf.org/viaf/70482182,http://id.loc.gov/authorities/names/n88132764,http://isni.org/isni/0000000110290564,,,,
Pugliatti T.,"Pugliatti, Teresa",http://viaf.org/viaf/14897169,http://id.loc.gov/authorities/names/n78075912,http://isni.org/isni/0000000061308747,http://catalogue.bnf.fr/ark:/12148/cb12744123c,,,
Puppi L.,"Puppi, Lionello.",http://viaf.org/viaf/9852266,http://id.loc.gov/authorities/names/n79120242,http://isni.org/isni/0000000120206784,http://catalogue.bnf.fr/ark:/12148/cb11920794c,http://d-nb.info/gnd/122462971,http://www.wikidata.org/entity/Q18224381,https://it.wikipedia.org/wiki/Lionello_Puppi
Quintavalle A.C.,"Quintavalle, Arturo Carlo, 1936-....",http://viaf.org/viaf/34461913,http://id.loc.gov/authorities/names/n80035706,http://isni.org/isni/0000000108862092,http://catalogue.bnf.fr/ark:/12148/cb11920914f,http://d-nb.info/gnd/127379789,http://www.wikidata.org/entity/Q3659022,https://it.wikipedia.org/wiki/Arturo_Carlo_Quintavalle
Quintavalle A.O.,"Quintavalle, Armando Ottaviano, 1894-19..",http://viaf.org/viaf/37955491,http://id.loc.gov/authorities/names/nr2003038607,http://isni.org/isni/0000000062992261,,http://d-nb.info/gnd/127919821,,
Ravaioli D.,"Ravaioli, Davide",http://viaf.org/viaf/55300570,http://id.loc.gov/authorities/names/n2007060102,http://isni.org/isni/0000000385186408,http://catalogue.bnf.fr/ark:/12148/cb165057767,,,
Ravelli L.,"Ravelli, Lanfranco",http://viaf.org/viaf/55306738,http://id.loc.gov/authorities/names/n82119779,http://isni.org/isni/0000000117643393,,http://d-nb.info/gnd/132405911,,
Regan McKillop S.,"McKillop, Susan Regan",http://viaf.org/viaf/276868328,http://id.loc.gov/authorities/names/no2009179804,http://isni.org/isni/000000038465488X,,,,
Reggiani G.G.,"Reggiani, Giuseppe Giovanni",http://viaf.org/viaf/194724554,,,,http://d-nb.info/gnd/189649976,,
Reinach S.,"Reinach, Salom&#xF3;n, 1858-1932",http://viaf.org/viaf/59088392,http://id.loc.gov/authorities/names/n86852426,http://isni.org/isni/0000000110645759,http://catalogue.bnf.fr/ark:/12148/cb11921429b,http://d-nb.info/gnd/119227169,http://www.wikidata.org/entity/Q659722,https://ca.wikipedia.org/wiki/Salomon_Reinach
Reiset M.F.,"Reiset, Marie Frédéric de",http://viaf.org/viaf/171108726,http://id.loc.gov/authorities/names/no2011068020,,,,,
Ricci C.,"Ricci, Corrado",http://viaf.org/viaf/27192597,http://id.loc.gov/authorities/names/n81048019,http://isni.org/isni/0000000121253478,http://catalogue.bnf.fr/ark:/12148/cb12769110n,http://d-nb.info/gnd/118917897,http://www.wikidata.org/entity/Q3694305,https://de.wikipedia.org/wiki/Corrado_Ricci
Ricci S.,"Ricci, Serafino",http://viaf.org/viaf/20058789,http://id.loc.gov/authorities/names/no2009157105,http://isni.org/isni/0000000071394714,,http://d-nb.info/gnd/101993684,http://www.wikidata.org/entity/Q15677482,https://it.wikipedia.org/wiki/Serafino_Ricci
Richa G.,"Richa, Giuseppe",http://viaf.org/viaf/353342,http://id.loc.gov/authorities/names/no97059134,http://isni.org/isni/0000000062997732,,http://d-nb.info/gnd/1110972733,http://www.wikidata.org/entity/Q3771316,https://it.wikipedia.org/wiki/Giuseppe_Richa
Richardson F.L.,"Richardson, Francis Lee",http://viaf.org/viaf/6235030,http://id.loc.gov/authorities/names/n80085129,http://isni.org/isni/000000008420713X,http://catalogue.bnf.fr/ark:/12148/cb17079752x,,,
Richardson J.,"Richardson, Jonathan",http://viaf.org/viaf/73924279,http://id.loc.gov/authorities/names/n88085800,http://isni.org/isni/000000008077812X,http://catalogue.bnf.fr/ark:/12148/cb12332297t,http://d-nb.info/gnd/135550564,http://www.wikidata.org/entity/Q18527864,
Richardson L.F.,"Richardson, Francis Lee",http://viaf.org/viaf/6235030,http://id.loc.gov/authorities/names/n80085129,http://isni.org/isni/000000008420713X,http://catalogue.bnf.fr/ark:/12148/cb17079752x,,,
Richtenberger E.,"Richtenberger, Eugène",http://viaf.org/viaf/5054165,http://id.loc.gov/authorities/names/n85378654,http://isni.org/isni/0000000083389680,http://catalogue.bnf.fr/ark:/12148/cb12684440f,http://d-nb.info/gnd/133632083,http://www.wikidata.org/entity/Q18117327,
Richter G.M.,"Richter, Gisela Marie Augusta, 1882-1972",http://viaf.org/viaf/2713427,http://id.loc.gov/authorities/names/n50044732,http://isni.org/isni/0000000083388565,http://catalogue.bnf.fr/ark:/12148/cb145671196,http://d-nb.info/gnd/115684573,http://www.wikidata.org/entity/Q97724,https://be.wikipedia.org/wiki/\u0416\u044b\u0437\u0435\u043b\u0430_\u0420\u044b\u0445\u0442\u044d\u0440
Ridolfi C.,"Ridolfi, Carlo",http://viaf.org/viaf/73991883,http://id.loc.gov/authorities/names/n83161923,http://isni.org/isni/0000000081540981,http://catalogue.bnf.fr/ark:/12148/cb13178034f,http://d-nb.info/gnd/121651932,http://www.wikidata.org/entity/Q776990,https://de.wikipedia.org/wiki/Carlo_Ridolfi
Rizzi A.,"Rizzi, Alberto",http://viaf.org/viaf/19748389,http://id.loc.gov/authorities/names/n83010156,http://isni.org/isni/0000000435037778,http://catalogue.bnf.fr/ark:/12148/cb12327444s,http://d-nb.info/gnd/134096967,,
Robertson G.H.,"Robertson, Giles.",http://viaf.org/viaf/28564318,http://id.loc.gov/authorities/names/n86807270,http://isni.org/isni/0000000116125711,,,http://www.wikidata.org/entity/Q19997525,
Rodriquez F.,"Rodriguez, Ferdinando",http://viaf.org/viaf/306110469,http://id.loc.gov/authorities/names/no97047156,,,,,
Romagnolo A.,"Romagnolo, Antonio",http://viaf.org/viaf/1538465,http://id.loc.gov/authorities/names/n87882114,http://isni.org/isni/0000000080812906,,,,
Romano G.,"Romano, Giovanni",http://viaf.org/viaf/2496259,http://id.loc.gov/authorities/names/n2006061107,http://isni.org/isni/0000000121179204,http://catalogue.bnf.fr/ark:/12148/cb120821852,http://d-nb.info/gnd/133883183,,
Rosci M.,"Rosci, Marco.",http://viaf.org/viaf/51695284,http://id.loc.gov/authorities/names/n79105874,http://isni.org/isni/0000000081297299,http://catalogue.bnf.fr/ark:/12148/cb11922585b,http://d-nb.info/gnd/1038156432,http://www.wikidata.org/entity/Q24206349,
Rosselli L.,"Rosselli, Ludovico",http://viaf.org/viaf/307375493,,,,,,
Rossi F.,"Rossi, Francesco",http://viaf.org/viaf/89457887,http://id.loc.gov/authorities/names/n2011186964,http://isni.org/isni/0000000110759289,http://catalogue.bnf.fr/ark:/12148/cb14491592c,,,
Rossi P.,"Rossi, Paola",http://viaf.org/viaf/15001292,http://id.loc.gov/authorities/names/n82086231,http://isni.org/isni/0000000077040474,http://catalogue.bnf.fr/ark:/12148/cb144922427,http://d-nb.info/gnd/133538400,,
Rossi Scarzanella C.,"Rossi Scarzanella, Chiara",http://viaf.org/viaf/30706765,http://id.loc.gov/authorities/names/nr00010350,http://isni.org/isni/0000000051144777,http://catalogue.bnf.fr/ark:/12148/cb151059132,http://d-nb.info/gnd/132717220,,
Rotondi P.,"Rotondi, Pasquale",http://viaf.org/viaf/24461179,http://id.loc.gov/authorities/names/nr92008531,http://isni.org/isni/000000006123387X,,http://d-nb.info/gnd/138075581,http://www.wikidata.org/entity/Q2055709,https://de.wikipedia.org/wiki/Pasquale_Rotondi
Rozman K.,"Rozman, Ksenija",http://viaf.org/viaf/22417224,http://id.loc.gov/authorities/names/n84060279,http://isni.org/isni/0000000061232957,http://catalogue.bnf.fr/ark:/12148/cb15008692x,http://d-nb.info/gnd/1041790325,http://www.wikidata.org/entity/Q18608741,https://sl.wikipedia.org/wiki/Ksenija_Rozman
Rubinstein Bloch S.,"Rubinstein Bloch, Stella",http://viaf.org/viaf/303849105,,,,,,
Russo L.,"Russo, Laura",http://viaf.org/viaf/71235546,,http://isni.org/isni/0000000119509649,,,,
Russoli F.,"Russoli, Franco",http://viaf.org/viaf/83125926,http://id.loc.gov/authorities/names/n79040125,http://isni.org/isni/0000000109199501,http://catalogue.bnf.fr/ark:/12148/cb119231488,http://d-nb.info/gnd/121844056,http://www.wikidata.org/entity/Q30076338,https://it.wikipedia.org/wiki/Franco_Russoli
Ryland P.,"Rylands, Philips",http://viaf.org/viaf/32137778,http://id.loc.gov/authorities/names/n77004129,http://isni.org/isni/0000000066516182,http://catalogue.bnf.fr/ark:/12148/cb13180055p,http://d-nb.info/gnd/132432625,,
Röttgen H.,"R&#xF6;ttgen, Herwarth, 1931-",http://viaf.org/viaf/116389836,http://id.loc.gov/authorities/names/no88002923,http://isni.org/isni/000000010860312X,http://catalogue.bnf.fr/ark:/12148/cb135450474,http://d-nb.info/gnd/122887832,,
S.a.,senza autore,,,,,,,
Safarik E.A.,"Šafařík, Eduard Alexandr",http://viaf.org/viaf/34605087,http://id.loc.gov/authorities/names/n81131815,http://isni.org/isni/0000000108869569,http://catalogue.bnf.fr/ark:/12148/cb13337019t,http://d-nb.info/gnd/129175404,http://www.wikidata.org/entity/Q22959049,https://en.wikipedia.org/wiki/Eduard_A._Safarik
Salvini R.,"Salvini, Roberto, 1912-1985",http://viaf.org/viaf/2476707,http://id.loc.gov/authorities/names/n80028469,http://isni.org/isni/0000000117369486,http://catalogue.bnf.fr/ark:/12148/cb119235440,http://d-nb.info/gnd/119006596,http://www.wikidata.org/entity/Q15479566,https://it.wikipedia.org/wiki/Roberto_Salvini
Sampaio L.,"Sampaio, Luisa",http://viaf.org/viaf/107222896,http://id.loc.gov/authorities/names/no2010037232,http://isni.org/isni/0000000116968049,http://catalogue.bnf.fr/ark:/12148/cb14591072j,http://d-nb.info/gnd/140536604,,
Sander J.,"Sander, Jochen",http://viaf.org/viaf/34548952,http://id.loc.gov/authorities/names/n90720546,http://isni.org/isni/0000000110246547,http://catalogue.bnf.fr/ark:/12148/cb124313344,http://d-nb.info/gnd/112818463,,
Sanminiatelli D.,"Sanminiatelli, Domenico",http://viaf.org/viaf/163755136,,http://isni.org/isni/0000000112389656,,,,
Santangelo A.,"Santangelo, Antonino",http://viaf.org/viaf/88794446,http://id.loc.gov/authorities/names/no2009122060,,,http://d-nb.info/gnd/138642613,,
Santi B.,"Santi, Bruno",http://viaf.org/viaf/36994550,http://id.loc.gov/authorities/names/n82032785,http://isni.org/isni/0000000118749608,http://catalogue.bnf.fr/ark:/12148/cb12359892v,http://d-nb.info/gnd/140832599,,
Santi F.,"Santi, Francesco",http://viaf.org/viaf/107534150,http://id.loc.gov/authorities/names/n2011025983,http://isni.org/isni/0000000118870483,,http://d-nb.info/gnd/1065353979,,
Sarrazin B.,"Sarrazin, Beatrice",http://viaf.org/viaf/76337164,http://id.loc.gov/authorities/names/nr92029767,http://isni.org/isni/000000005434853X,http://catalogue.bnf.fr/ark:/12148/cb12057698c,,,
Savini Branca S.,"Savini Branca, Simona",http://viaf.org/viaf/194886331,http://id.loc.gov/authorities/names/nr95004654,http://isni.org/isni/0000000398574303,,,,
Savonuzzi C.,"Savonuzzi, Claudio",http://viaf.org/viaf/67997876,http://id.loc.gov/authorities/names/n87903892,http://isni.org/isni/0000000061295069,,,http://www.wikidata.org/entity/Q28058673,https://it.wikipedia.org/wiki/Claudio_Savonuzzi
Scalabrini G.A.,"Scalabrini, Giuseppe Antenore",http://viaf.org/viaf/292396156,http://id.loc.gov/authorities/names/n92092181,,,http://d-nb.info/gnd/100551068,,
Scarpellini P.,"Scarpellini, Pietro",http://viaf.org/viaf/266079911,http://id.loc.gov/authorities/names/n85041917,http://isni.org/isni/0000000108708044,http://catalogue.bnf.fr/ark:/12148/cb12715623c,http://d-nb.info/gnd/142369012,,
Schaeffer E.,"Schaeffer, Emil",http://viaf.org/viaf/85439656,http://id.loc.gov/authorities/names/n80115926,http://isni.org/isni/0000000110304209,,http://d-nb.info/gnd/117099589,,
Scharf A.,"Scharf, Alfred",http://viaf.org/viaf/103350775,http://id.loc.gov/authorities/names/nr99023267,http://isni.org/isni/0000000076904154,http://catalogue.bnf.fr/ark:/12148/cb134837624,http://d-nb.info/gnd/140037799,http://www.wikidata.org/entity/Q23301730,https://de.wikipedia.org/wiki/Alfred_Scharf
Schleier E.,"Schleier, Erich",http://viaf.org/viaf/37088828,http://id.loc.gov/authorities/names/n84186603,http://isni.org/isni/0000000116216373,http://catalogue.bnf.fr/ark:/12148/cb13601498h,http://d-nb.info/gnd/129492116,,
Schmidt-Degener F.,"Schmidt-Degener, Frederik",http://viaf.org/viaf/64810180,http://id.loc.gov/authorities/names/nr94025860,http://isni.org/isni/000000011028405X,,http://d-nb.info/gnd/119108992,http://www.wikidata.org/entity/Q2193967,https://nl.wikipedia.org/wiki/Frederik_Schmidt_Degener
Schnackenburg B.,"Schnackenburg, Bernhard",http://viaf.org/viaf/46876003,http://id.loc.gov/authorities/names/n83031593,http://isni.org/isni/0000000119185664,http://catalogue.bnf.fr/ark:/12148/cb12557339w,http://d-nb.info/gnd/134188071,,
Schubring P.,"Schubring, Paul, 1869-1935",http://viaf.org/viaf/8157172,http://id.loc.gov/authorities/names/n85812417,http://isni.org/isni/0000000108680491,,http://d-nb.info/gnd/117117102,http://www.wikidata.org/entity/Q15428737,https://de.wikipedia.org/wiki/Paul_Schubring
Schulz J.,"Schulz, Juergen",http://viaf.org/viaf/89818424,,http://isni.org/isni/000000012331123X,http://catalogue.bnf.fr/ark:/12148/cb13976626c,http://d-nb.info/gnd/134516591,,
Schwarzweller K.,"Schwarzweller, Kurt",http://viaf.org/viaf/306202373,,http://isni.org/isni/0000000397555784,,,,
Serra L.,"Serra, Luigi",http://viaf.org/viaf/72533798,http://id.loc.gov/authorities/names/n85240600,http://isni.org/isni/0000000117699717,http://catalogue.bnf.fr/ark:/12148/cb16213614m,http://d-nb.info/gnd/131741128,http://www.wikidata.org/entity/Q21542648,
Servolini L.,"Servolini, Luigi",http://viaf.org/viaf/12578310,http://id.loc.gov/authorities/names/n83137889,http://isni.org/isni/0000000108711200,http://catalogue.bnf.fr/ark:/12148/cb110870192,http://d-nb.info/gnd/124981402,http://www.wikidata.org/entity/Q3840155,https://it.wikipedia.org/wiki/Luigi_Servolini
Sestieri E.,"Sestieri, Ettore",http://viaf.org/viaf/88558393,http://id.loc.gov/authorities/names/no2009083050,http://isni.org/isni/0000000061263390,,,,
