name,label,viaf,lc,isni,bnf,dnb,wd,wikipedia
Cicogna E.A.,"Cicogna, Emmanuele Antonio, 1789-1868",http://viaf.org/viaf/74017827,http://id.loc.gov/authorities/names/nr98000454,http://isni.org/isni/0000000109160404,http://catalogue.bnf.fr/ark:/12148/cb135634475,http://d-nb.info/gnd/100082882,http://www.wikidata.org/entity/Q1338457,https://da.wikipedia.org/wiki/Emmanuele_Antonio_Cicogna
Cirillo G.,"Cirillo, Giuseppe 1946-....",http://viaf.org/viaf/35852982,http://id.loc.gov/authorities/names/n84081266,http://isni.org/isni/000000008342890X,http://catalogue.bnf.fr/ark:/12148/cb167073806,http://d-nb.info/gnd/114066588X,,
Clapp F.M.,"Clapp, Frederick Mortimer",http://viaf.org/viaf/25773437,http://id.loc.gov/authorities/names/n87106042,http://isni.org/isni/0000000083424044,,http://d-nb.info/gnd/132762935,http://www.wikidata.org/entity/Q16006541,https://en.wikipedia.org/wiki/Frederick_Mortimer_Clapp
Coletti L.,"Coletti, Luigi, 1886-1961",http://viaf.org/viaf/51945824,http://id.loc.gov/authorities/names/n85378517,http://isni.org/isni/0000000109012591,http://catalogue.bnf.fr/ark:/12148/cb14631745h,http://d-nb.info/gnd/122504941,http://www.wikidata.org/entity/Q913963,https://it.wikipedia.org/wiki/Luigi_Coletti
Colvin S.,"Colvin, Sidney",http://viaf.org/viaf/51813328,http://id.loc.gov/authorities/names/n50031911,http://isni.org/isni/0000000109009181,http://catalogue.bnf.fr/ark:/12148/cb126865390,http://d-nb.info/gnd/116645563,http://www.wikidata.org/entity/Q1620836,https://de.wikipedia.org/wiki/Sidney_Colvin
Constable W.G.,"Constable, W. G. (William George), 1887-1976",http://viaf.org/viaf/105070931,http://id.loc.gov/authorities/names/n80007765,http://isni.org/isni/0000000114541957,http://catalogue.bnf.fr/ark:/12148/cb12923883v,http://d-nb.info/gnd/124995012,http://www.wikidata.org/entity/Q8009777,https://en.wikipedia.org/wiki/William_George_Constable
Conti A.,"Conti, Alessandro",http://viaf.org/viaf/4966522,http://id.loc.gov/authorities/names/n80164756,http://isni.org/isni/0000000108646058,FRBNF121403315,http://d-nb.info/gnd/119478684,http://www.wikidata.org/entity/Q3609938,https://it.wikipedia.org/wiki/Alessandro_Conti_(storico_dell'arte)
Cook H.,"Cook, Herbert",http://viaf.org/viaf/89036372,,http://isni.org/isni/0000000062243850,,http://d-nb.info/gnd/1055473556,http://www.wikidata.org/entity/Q14945481,https://en.wikipedia.org/wiki/Herbert_Cook
Corbara A.,"Corbara, Antonio, 1909-",http://viaf.org/viaf/8290337,http://id.loc.gov/authorities/names/n86017317,http://isni.org/isni/0000000114739867,,http://d-nb.info/gnd/123250269,,
Cordella R.,"Cordella, Romano",http://viaf.org/viaf/9868927,http://id.loc.gov/authorities/names/no89010106,http://isni.org/isni/0000000061306231,http://catalogue.bnf.fr/ark:/12148/cb12058885t,,,
Cornu S.,"Cornu, Sébastien",http://viaf.org/viaf/44574735,,http://isni.org/isni/0000000066623121,http://catalogue.bnf.fr/ark:/12148/cb149719353,http://d-nb.info/gnd/122202724,http://www.wikidata.org/entity/Q7665897,https://en.wikipedia.org/wiki/S\u00e9bastien-Melchior_Cornu
Corti G.,"Corti, Gino.",http://viaf.org/viaf/59098155,http://id.loc.gov/authorities/names/n79002425,http://isni.org/isni/0000000061290532,http://catalogue.bnf.fr/ark:/12148/cb12030567q,,,
Costamagna P.,"Costamagna, Philippe",http://viaf.org/viaf/61680266,http://id.loc.gov/authorities/names/nr94041594,http://isni.org/isni/0000000117663415,http://catalogue.bnf.fr/ark:/12148/cb13000554w,http://d-nb.info/gnd/139947965,http://www.wikidata.org/entity/Q47091438,
Cotta L.A.,"Cotta, Lazaro Agostino, 1645-1719.",http://viaf.org/viaf/42180650,http://id.loc.gov/authorities/names/n95068905,http://isni.org/isni/0000000061242813,http://catalogue.bnf.fr/ark:/12148/cb10545462q,http://d-nb.info/gnd/1053387733,,
Couché J.,"Couché, Jacques",http://viaf.org/viaf/24871275,,http://isni.org/isni/0000000063129291,http://catalogue.bnf.fr/ark:/12148/cb14959394g,http://d-nb.info/gnd/174304811,,
Cox-Rearick J.,"Cox-Rearick, Janet.",http://viaf.org/viaf/73851830,http://id.loc.gov/authorities/names/n83137026,http://isni.org/isni/0000000116719624,http://catalogue.bnf.fr/ark:/12148/cb11898079r,,,
Crowe J.,"Crowe, Joseph Archer, 1825-1896",http://viaf.org/viaf/61780261,http://id.loc.gov/authorities/names/n79122341,http://isni.org/isni/0000000083441020,http://catalogue.bnf.fr/ark:/12148/cb14515290b,http://d-nb.info/gnd/116741708,http://www.wikidata.org/entity/Q725266,https://de.wikipedia.org/wiki/Joseph_Archer_Crowe
Crowe J.A.,"Crowe, Joseph Archer, 1825-1896",http://viaf.org/viaf/61780261,http://id.loc.gov/authorities/names/n79122341,http://isni.org/isni/0000000083441020,http://catalogue.bnf.fr/ark:/12148/cb14515290b,http://d-nb.info/gnd/116741708,http://www.wikidata.org/entity/Q725266,https://de.wikipedia.org/wiki/Joseph_Archer_Crowe
D'Afflitto C.,"D'Afflitto, Chiara",http://viaf.org/viaf/14923004,http://id.loc.gov/authorities/names/n87825094,http://isni.org/isni/0000000080942778,http://catalogue.bnf.fr/ark:/12148/cb13481380g,http://d-nb.info/gnd/135936330,,
Dacos N.,"Dacos, Nicole",http://viaf.org/viaf/17310315,http://id.loc.gov/authorities/names/n83031908,http://isni.org/isni/0000000108749997,http://catalogue.bnf.fr/ark:/12148/cb124110744,http://d-nb.info/gnd/131804936,,
Dal Pozzolo E.M.,"Dal Pozzolo, Enrico Maria",http://viaf.org/viaf/28264201,http://id.loc.gov/authorities/names/nr95035364,http://isni.org/isni/0000000055234497,http://catalogue.bnf.fr/ark:/12148/cb15962848b,http://d-nb.info/gnd/133561054,,
Dalli Regoli G.,"Dalli Regoli, Gigetta",http://viaf.org/viaf/102325550,http://id.loc.gov/authorities/names/n50036512,http://isni.org/isni/0000000109295341,http://catalogue.bnf.fr/ark:/12148/cb118860583,http://d-nb.info/gnd/116017007,,
Damiani Cabrini L.,"Damiani Cabrini, Laura",http://viaf.org/viaf/65146942,,http://isni.org/isni/0000000109809410,http://catalogue.bnf.fr/ark:/12148/cb16696118p,http://d-nb.info/gnd/131717065,,
Danieli M.,"Danieli, Michele",http://viaf.org/viaf/15106846,http://id.loc.gov/authorities/names/n2007060101,http://isni.org/isni/0000000055228708,http://catalogue.bnf.fr/ark:/12148/cb15882836k,http://d-nb.info/gnd/136844286,,
De Carli C.,"De Carli, Carlo",http://viaf.org/viaf/27913705,http://id.loc.gov/authorities/names/n84158739,http://isni.org/isni/0000000083673833,,http://d-nb.info/gnd/120909618,,
De Castris L.,"Leone de Castris, Pierluigi",http://viaf.org/viaf/2509235,http://id.loc.gov/authorities/names/n83032400,http://isni.org/isni/0000000080760966,http://catalogue.bnf.fr/ark:/12148/cb12150485z,http://d-nb.info/gnd/132139219,,
De Castris P.L.,"Leone de Castris, Pierluigi",http://viaf.org/viaf/2509235,http://id.loc.gov/authorities/names/n83032400,http://isni.org/isni/0000000080760966,http://catalogue.bnf.fr/ark:/12148/cb12150485z,http://d-nb.info/gnd/132139219,,
De Groot H.,"Hofstede de Groot, Cornelis, 1863-1930",http://viaf.org/viaf/95190303,http://id.loc.gov/authorities/names/no2004019580,http://isni.org/isni/0000000109272545,http://catalogue.bnf.fr/ark:/12148/cb12441242p,http://d-nb.info/gnd/116865989,http://www.wikidata.org/entity/Q757837,https://de.wikipedia.org/wiki/Cornelis_Hofstede_de_Groot
De Marchi A.,"De Marchi, Andrea, 1947-....",http://viaf.org/viaf/65564097,http://id.loc.gov/authorities/names/n88167760,http://isni.org/isni/0000000082530945,,http://d-nb.info/gnd/1026746515,,
De Marchi A.G.,"De Marchi, Andrea, 1947-....",http://viaf.org/viaf/65564097,http://id.loc.gov/authorities/names/n88167760,http://isni.org/isni/0000000082530945,,http://d-nb.info/gnd/1026746515,,
De Nicola G.,"De Nicola, Giacomo",http://viaf.org/viaf/88801796,,,,,,
De Rinaldis A.,"De Rinaldis, Aldo",http://viaf.org/viaf/66846161,http://id.loc.gov/authorities/names/n90653900,http://isni.org/isni/0000000115733037,,http://d-nb.info/gnd/1055289410,,
Debaisieux F.,"Debaisieux, Franc&#x327;oise",http://viaf.org/viaf/44297647,http://id.loc.gov/authorities/names/n83048052,http://isni.org/isni/0000000081223564,http://catalogue.bnf.fr/ark:/12148/cb118989270,http://d-nb.info/gnd/127394737,,
Degenhart B.,"Degenhart, Bernhard",http://viaf.org/viaf/34468505,http://id.loc.gov/authorities/names/n81013602,http://isni.org/isni/0000000114704955,http://catalogue.bnf.fr/ark:/12148/cb12017849w,http://d-nb.info/gnd/121851591,http://www.wikidata.org/entity/Q15455396,https://de.wikipedia.org/wiki/Bernhard_Degenhart
Del Bravo C.,"Del Bravo, Carlo",http://viaf.org/viaf/33449140,http://id.loc.gov/authorities/names/n85278028,http://isni.org/isni/0000000117572425,http://catalogue.bnf.fr/ark:/12148/cb12839354c,http://d-nb.info/gnd/130364525,,
Dell'Acqua G.A.,"Dell'Acqua, Gian Alberto, 1909-",http://viaf.org/viaf/110687727,http://id.loc.gov/authorities/names/n50037004,http://isni.org/isni/0000000109348984,http://catalogue.bnf.fr/ark:/12148/cb136081495,http://d-nb.info/gnd/122402677,http://www.wikidata.org/entity/Q19357521,
Della Pergola P.,"Della Pergola, Paola",http://viaf.org/viaf/68917731,http://id.loc.gov/authorities/names/nr89003713,http://isni.org/isni/0000000109117131,http://catalogue.bnf.fr/ark:/12148/cb10135453v,http://d-nb.info/gnd/1058257471,,
Di Giampaolo M.,"Di Giampaolo, Marco",http://viaf.org/viaf/66515273,http://id.loc.gov/authorities/names/n88036364,http://isni.org/isni/0000000116618479,http://catalogue.bnf.fr/ark:/12148/cb12207222b,http://d-nb.info/gnd/139058397,,
Dimier L.,"Dimier, Louis, 1865-1943",http://viaf.org/viaf/46787730,http://id.loc.gov/authorities/names/n93055199,http://isni.org/isni/0000000108956910,http://catalogue.bnf.fr/ark:/12148/cb120909196,http://d-nb.info/gnd/119285126,http://www.wikidata.org/entity/Q3261731,https://en.wikipedia.org/wiki/Louis_Dimier
Donzelli C.,"Donzelli, Carlo",http://viaf.org/viaf/8192198,http://id.loc.gov/authorities/names/nr94005440,http://isni.org/isni/0000000047962400,http://catalogue.bnf.fr/ark:/12148/cb12444666h,http://d-nb.info/gnd/119181363,http://www.wikidata.org/entity/Q3659284,https://it.wikipedia.org/wiki/Carlo_Domenici
Dubois de Saint Gelais L.F.,"Dubois de Saint-Gelais, Louis-François",http://viaf.org/viaf/12402673,http://id.loc.gov/authorities/names/nr2006031068,http://isni.org/isni/0000000108372421,http://catalogue.bnf.fr/ark:/12148/cb124492778,http://d-nb.info/gnd/133141683,http://www.wikidata.org/entity/Q3260492,https://fr.wikipedia.org/wiki/Louis-Fran\u00c3\u00a7ois_Dubois_de_Saint-Gelais
Duveen Brothers,Duveen Brothers,http://viaf.org/viaf/142347770,http://id.loc.gov/authorities/names/nr97027536,http://isni.org/isni/0000000106969486,,http://d-nb.info/gnd/5293203-5,,
Edizioni Fotografie d'arte Fiorentini,Edizioni Fotografie d'arte Fiorentini,,,,,,,
Eisendrath W.N.,Eisendrath W.N.,,,,,,,
Emiliani A.,"Emiliani, Andrea, 1931-....",http://viaf.org/viaf/39389491,http://id.loc.gov/authorities/names/n80024300,http://isni.org/isni/0000000121288048,http://catalogue.bnf.fr/ark:/12148/cb12018599v,http://d-nb.info/gnd/123659884,http://www.wikidata.org/entity/Q3615689,https://de.wikipedia.org/wiki/Andrea_Emiliani
Fagiolo dell'Arco M.,"Fagiolo dell'Arco, Maurizio",http://viaf.org/viaf/7385373,http://id.loc.gov/authorities/names/n78081053,http://isni.org/isni/0000000121191967,http://catalogue.bnf.fr/ark:/12148/cb118862668,http://d-nb.info/gnd/121655210,http://www.wikidata.org/entity/Q3852590,https://it.wikipedia.org/wiki/Maurizio_Fagiolo_dell'Arco
Fahy E.,"Fahy, Everett",http://viaf.org/viaf/59101125,http://id.loc.gov/authorities/names/n82070119,http://isni.org/isni/0000000023421802,http://catalogue.bnf.fr/ark:/12148/cb120420551,http://d-nb.info/gnd/1117245020,http://www.wikidata.org/entity/Q19997512,https://en.wikipedia.org/wiki/Everett_Fahy
Falchetti A.,"Falchetti, Antonia",http://viaf.org/viaf/23453288,http://id.loc.gov/authorities/names/n80159278,http://isni.org/isni/0000000061462832,,,,
Falcidia G.,"Falcidia, Giorgio",http://viaf.org/viaf/35147095080025081828,,,,,,
Faldi I.,"Faldi, Italo",http://viaf.org/viaf/43051804,,http://isni.org/isni/0000000081219848,http://catalogue.bnf.fr/ark:/12148/cb123423123,,,
Falletti F.,"Falletti, Franca",http://viaf.org/viaf/49374238,http://id.loc.gov/authorities/names/n96083381,http://isni.org/isni/0000000061532490,http://catalogue.bnf.fr/ark:/12148/cb13481383h,http://d-nb.info/gnd/133057321,,
Fantozzi F.,"Fantozzi, Federigo",http://viaf.org/viaf/300581390,http://id.loc.gov/authorities/names/n2017040028,http://isni.org/isni/0000000408165029,,,,
Ferrazza R.,"Ferrazza, Roberta",http://viaf.org/viaf/76641453,http://id.loc.gov/authorities/names/nr94022652,http://isni.org/isni/0000000051997390,http://catalogue.bnf.fr/ark:/12148/cb156308492,,,
Ferriani D.,"Ferriani, Daniela",http://viaf.org/viaf/1716151,http://id.loc.gov/authorities/names/n95038543,http://isni.org/isni/0000000055547338,,http://d-nb.info/gnd/137076258,,
Fiocco G.,"Fiocco, Giuseppe, 1884-1971",http://viaf.org/viaf/29839498,http://id.loc.gov/authorities/names/n79040003,http://isni.org/isni/0000000108840432,http://catalogue.bnf.fr/ark:/12148/cb15520638g,http://d-nb.info/gnd/123673674,http://www.wikidata.org/entity/Q3770555,https://it.wikipedia.org/wiki/Giuseppe_Fiocco
Fioravanti Baraldi A.M.,"Fioravanti Baraldi, Anna Maria",http://viaf.org/viaf/64098875,http://id.loc.gov/authorities/names/n88036367,http://isni.org/isni/000000006154271X,http://catalogue.bnf.fr/ark:/12148/cb12440487z,,,
Fiorio M.T.,"Fiorio, Maria Teresa",http://viaf.org/viaf/29692281,http://id.loc.gov/authorities/names/n81114907,http://isni.org/isni/000000011564128X,http://catalogue.bnf.fr/ark:/12148/cb135293612,http://d-nb.info/gnd/132201879,,
Fogolari G.,"Fogolari, Gino, 1875?-1941",http://viaf.org/viaf/5958902,http://id.loc.gov/authorities/names/no97024527,http://isni.org/isni/0000000108661135,http://catalogue.bnf.fr/ark:/12148/cb10308878r,http://d-nb.info/gnd/1055475133,http://www.wikidata.org/entity/Q19357545,
Fokker T.H.,"Fokker, Timon Henricus (Timon H.), 1880-1956",http://viaf.org/viaf/42864085,http://id.loc.gov/authorities/names/no89018875,http://isni.org/isni/0000000104085038,,http://d-nb.info/gnd/127595953,http://www.wikidata.org/entity/Q14752334,https://nl.wikipedia.org/wiki/Timon_Henricus_Fokker
Ford B.,"Ford, Brinsley",http://viaf.org/viaf/2036924,http://id.loc.gov/authorities/names/no92029550,http://isni.org/isni/0000000061264385,,,,
Forster K.W.,"Forster, Kurt Walter",http://viaf.org/viaf/100166180,http://id.loc.gov/authorities/names/n82001780,http://isni.org/isni/0000000121450631,http://catalogue.bnf.fr/ark:/12148/cb13497493r,http://d-nb.info/gnd/133553892,,
Fortunati Pietrantonio V.,"Fortunati Pietrantonio, Vera",http://viaf.org/viaf/34676932,http://id.loc.gov/authorities/names/n86017003,http://isni.org/isni/0000000108870850,http://catalogue.bnf.fr/ark:/12148/cb144399209,http://d-nb.info/gnd/132751151,,
Fournier Sarlovèze R.,"Fournier Sarlovèze, Robert",http://viaf.org/viaf/175886220,,http://isni.org/isni/0000000355927711,http://catalogue.bnf.fr/ark:/12148/cb100519765,,http://www.wikidata.org/entity/Q37391,https://ca.wikipedia.org/wiki/Robert_Fournier-Sarlov\u00e8ze
Frabetti G.,"Frabetti, Giuliano",http://viaf.org/viaf/77589028,http://id.loc.gov/authorities/names/n79063779,http://isni.org/isni/000000011676998X,,,,
Francis H.S.,"Knowles, Francis H.S.",http://viaf.org/viaf/4863714,http://id.loc.gov/authorities/names/nr2002009747,http://isni.org/isni/0000000064233269,,http://d-nb.info/gnd/1055131140,http://www.wikidata.org/entity/Q7526712,"https://en.wikipedia.org/wiki/Sir_Francis_Knowles,_5th_Baronet"
Frangi F.,"Frangi, Francesco",http://viaf.org/viaf/14934882,http://id.loc.gov/authorities/names/n85358176,http://isni.org/isni/0000000061557209,http://catalogue.bnf.fr/ark:/12148/cb13539351z,http://d-nb.info/gnd/133641562,,
Fratini C.,"Fratini, Corrado",http://viaf.org/viaf/77845495,http://id.loc.gov/authorities/names/n87893876,http://isni.org/isni/0000000109183462,http://catalogue.bnf.fr/ark:/12148/cb16254846v,http://d-nb.info/gnd/139912436,,
Fredericksen B.B.,"Fredericksen, Burton B., 1934-....",http://viaf.org/viaf/34547817,http://id.loc.gov/authorities/names/n79053697,http://isni.org/isni/0000000108867096,http://catalogue.bnf.fr/ark:/12148/cb12424745d,http://d-nb.info/gnd/110228078X,http://www.wikidata.org/entity/Q15933361,
Freedberg S.J.,"Freedberg, Sydney Joseph, 1914-",http://viaf.org/viaf/76378542,http://id.loc.gov/authorities/names/n50025683,http://isni.org/isni/0000000109173184,http://catalogue.bnf.fr/ark:/12148/cb122810569,http://d-nb.info/gnd/129897671,http://www.wikidata.org/entity/Q958839,https://en.wikipedia.org/wiki/Sydney_Joseph_Freedberg
Frizzi A.,"Frizzi, Antonio, 1736-1800",http://viaf.org/viaf/57507812,http://id.loc.gov/authorities/names/nr98010807,http://isni.org/isni/0000000110274791,http://catalogue.bnf.fr/ark:/12148/cb10352398k,http://d-nb.info/gnd/122919084,http://www.wikidata.org/entity/Q3619606,https://it.wikipedia.org/wiki/Antonio_Frizzi
Frizzoni G.,"Frizzoni, Gustavo, 1840-1919",http://viaf.org/viaf/66594007,http://id.loc.gov/authorities/names/no2009093194,http://isni.org/isni/0000000061294314,http://catalogue.bnf.fr/ark:/12148/cb12837999h,http://d-nb.info/gnd/116827157,http://www.wikidata.org/entity/Q1555828,https://de.wikipedia.org/wiki/Gustav_Frizzoni
Frommel C.L.,"Frommel, Christoph Luitpold, 1933-....",http://viaf.org/viaf/84717735,http://id.loc.gov/authorities/names/n82239404,http://isni.org/isni/0000000121027681,http://catalogue.bnf.fr/ark:/12148/cb12061477m,http://d-nb.info/gnd/128394102,http://www.wikidata.org/entity/Q20752566,https://de.wikipedia.org/wiki/Christoph_Luitpold_Frommel
Frosinini,"Frosinini, Cecilia",http://viaf.org/viaf/186311,http://id.loc.gov/authorities/names/nr95040436,http://isni.org/isni/0000000061500069,http://catalogue.bnf.fr/ark:/12148/cb13616632j,,,
Fry R.E.,"Fry, Roger Eliot",http://viaf.org/viaf/41884144,http://id.loc.gov/authorities/names/n79072847,http://isni.org/isni/0000000121297593,http://catalogue.bnf.fr/ark:/12148/cb121862635,http://d-nb.info/gnd/118703390,http://www.wikidata.org/entity/Q547470,https://ca.wikipedia.org/wiki/Roger_Eliot_Fry
Fröhlich-Bume L.,"Fr&#xF6;hlich-Bum, L.",http://viaf.org/viaf/27390113,http://id.loc.gov/authorities/names/n95016938,http://isni.org/isni/0000000081065674,http://catalogue.bnf.fr/ark:/12148/cb15612932p,http://d-nb.info/gnd/127641130,http://www.wikidata.org/entity/Q19754010,
Gabbrielli A.M.,"Gabbrielli, Anna Maria",http://viaf.org/viaf/214292229,,,,,,
Gabbrielli M.R.,"Gabbrielli, Mariarosa",http://viaf.org/viaf/47783837,,http://isni.org/isni/0000000117619107,,http://d-nb.info/gnd/127446761,,
Gabrielli N.,"Gabrielli, Noemi",http://viaf.org/viaf/7486886,http://id.loc.gov/authorities/names/n85255344,http://isni.org/isni/0000000080866170,http://catalogue.bnf.fr/ark:/12148/cb124643036,http://d-nb.info/gnd/1149847050,,
Galerie Georges Petit,Galeries Georges Petit Paris,http://viaf.org/viaf/129895185,http://id.loc.gov/authorities/names/n81060022,http://isni.org/isni/0000000121567100,http://catalogue.bnf.fr/ark:/12148/cb12163081d,http://d-nb.info/gnd/820047-6,http://www.wikidata.org/entity/Q18662018,
Galleria Gilberto Zabert,Zabert Galleria Dipinti Antichi (Turin),http://viaf.org/viaf/167590478,,,,http://d-nb.info/gnd/815921-X,,
Gamba C.,"Gamba, Carlo",http://viaf.org/viaf/22035085,http://id.loc.gov/authorities/names/nr95032099,http://isni.org/isni/0000000061312121,http://catalogue.bnf.fr/ark:/12148/cb10854799c,http://d-nb.info/gnd/123953286,,
Gamulin G.,"Gamulin, Grgo",http://viaf.org/viaf/73853752,http://id.loc.gov/authorities/names/n80137968,http://isni.org/isni/0000000110705969,http://catalogue.bnf.fr/ark:/12148/cb11904026h,http://d-nb.info/gnd/1050904842,http://www.wikidata.org/entity/Q11056533,https://hr.wikipedia.org/wiki/Grgo_Gamulin
Gardner E.E.,"Gardner, Erle Stanley, 1889-1970.",http://viaf.org/viaf/97201005,http://id.loc.gov/authorities/names/n79071101,http://isni.org/isni/0000000120312800,http://catalogue.bnf.fr/ark:/12148/cb11904131c,http://d-nb.info/gnd/118716360,http://www.wikidata.org/entity/Q357065,https://ast.wikipedia.org/wiki/Erle_Stanley_Gardner
Gaston R.W.,"Gaston, Robert W.",http://viaf.org/viaf/19527294,http://id.loc.gov/authorities/names/nr90004584,http://isni.org/isni/000000011748285X,,http://d-nb.info/gnd/143731572,,
Geisenheimer H.,"Geisenheimer, Hans",http://viaf.org/viaf/212710946,,http://isni.org/isni/0000000062462797,,,,
Gelao C.,"Gelao, Clara",http://viaf.org/viaf/54301180,http://id.loc.gov/authorities/names/n86024307,http://isni.org/isni/0000000031535498,http://catalogue.bnf.fr/ark:/12148/cb134939997,http://d-nb.info/gnd/132809648,,
Gerberi M.,"Precerutti-Garberi, Mercedes",http://viaf.org/viaf/79131699,http://id.loc.gov/authorities/names/n87123731,http://isni.org/isni/0000000093831209,http://catalogue.bnf.fr/ark:/12148/cb128389701,,http://www.wikidata.org/entity/Q15208461,https://it.wikipedia.org/wiki/Mercedes_Garberi
Germann G.,"Germann, Georg",http://viaf.org/viaf/44319760,http://id.loc.gov/authorities/names/n84178680,http://isni.org/isni/0000000115684853,http://catalogue.bnf.fr/ark:/12148/cb12058921v,http://d-nb.info/gnd/136286682,http://www.wikidata.org/entity/Q15055067,https://de.wikipedia.org/wiki/Georg_Germann
Ghelfi B.,"Ghelfi, Barbara",http://viaf.org/viaf/178865,http://id.loc.gov/authorities/names/nr98026746,http://isni.org/isni/0000000047709763,http://catalogue.bnf.fr/ark:/12148/cb13572715b,,,
Ghidiglia Quintavalle A.,"Ghidiglia Quintavalle, Augusta.",http://viaf.org/viaf/120695762,http://id.loc.gov/authorities/names/nr88006563,http://isni.org/isni/0000000115807534,,http://d-nb.info/gnd/12989768X,,
Ghirardi A.,"Ghirardi,Angela",http://viaf.org/viaf/64221343,http://id.loc.gov/authorities/names/nr91038443,http://isni.org/isni/0000000083889714,http://catalogue.bnf.fr/ark:/12148/cb14412450r,http://d-nb.info/gnd/133596303,,
Giardini C.,"Giardini, Claudio",http://viaf.org/viaf/79091803,http://id.loc.gov/authorities/names/n93023919,http://isni.org/isni/0000000058234206,http://catalogue.bnf.fr/ark:/12148/cb12323273v,http://d-nb.info/gnd/136815014,,
Gibbons F.,"Gibbons, Felton",http://viaf.org/viaf/113148360,http://id.loc.gov/authorities/names/n88033920,http://isni.org/isni/0000000109369988,,,,
Giglioli O.H.,"Giglioli, Odoardo Hillyer, 1873-",http://viaf.org/viaf/35370871,http://id.loc.gov/authorities/names/n87856909,http://isni.org/isni/0000000107796409,,http://d-nb.info/gnd/123704111,http://www.wikidata.org/entity/Q41872005,
Giovagnoli E.,"Giovagnoli, Enrico",http://viaf.org/viaf/88734521,,http://isni.org/isni/0000000062126056,FRBNF111467426,http://d-nb.info/gnd/1055475052,,
Giusti P.,"Giusti, Paola",http://viaf.org/viaf/33365617,http://id.loc.gov/authorities/names/n83018350,http://isni.org/isni/0000000081126369,,,,
Gnoli U.,"Gnoli, Umberto",http://viaf.org/viaf/28606558,http://id.loc.gov/authorities/names/n87934821,http://isni.org/isni/0000000107790410,http://catalogue.bnf.fr/ark:/12148/cb12682671s,http://d-nb.info/gnd/141856211,http://www.wikidata.org/entity/Q19754125,
Godi G.,"Godi, Giovanni",http://viaf.org/viaf/22168938,http://id.loc.gov/authorities/names/n82249249,http://isni.org/isni/0000000061197434,http://catalogue.bnf.fr/ark:/12148/cb12091204g,http://d-nb.info/gnd/132178273,,
Goodison J.W.,"Goodison, J. W.",http://viaf.org/viaf/234303570,http://id.loc.gov/authorities/names/n81109230,http://isni.org/isni/0000000398268859,,,,
Gould C.,"Gould, Cecil Hilton Monk",http://viaf.org/viaf/91580982,http://id.loc.gov/authorities/names/n50035739,http://isni.org/isni/0000000109242231,http://catalogue.bnf.fr/ark:/12148/cb12416802p,http://d-nb.info/gnd/133332136,http://www.wikidata.org/entity/Q2943694,https://en.wikipedia.org/wiki/Cecil_Gould
Graves A.,"Graves, Algernon",http://viaf.org/viaf/14869192,http://id.loc.gov/authorities/names/n50032042,http://isni.org/isni/000000008359131X,http://catalogue.bnf.fr/ark:/12148/cb14972693p,http://d-nb.info/gnd/1055233423,http://www.wikidata.org/entity/Q4724144,https://en.wikipedia.org/wiki/Algernon_Graves
Graziani A.,"Graziani, Alberto",http://viaf.org/viaf/238072505,http://id.loc.gov/authorities/names/n88261350,http://isni.org/isni/0000000369280816,,http://d-nb.info/gnd/188428704,,
Gregori M.,"Gregori, Mina",http://viaf.org/viaf/71407964,http://id.loc.gov/authorities/names/n82250847,http://isni.org/isni/0000000066302328,http://catalogue.bnf.fr/ark:/12148/cb120385382,http://d-nb.info/gnd/119378361,http://www.wikidata.org/entity/Q3858268,https://fr.wikipedia.org/wiki/Mina_Gregori
Gronau G.,"Gronau, Georg, 1868-1938",http://viaf.org/viaf/15530856,http://id.loc.gov/authorities/names/nb2004309548,http://isni.org/isni/0000000115995299,,http://d-nb.info/gnd/116865253,http://www.wikidata.org/entity/Q19753875,https://fr.wikipedia.org/wiki/Georg_Gronau
Grossato L.,"Grossato, Lucio",http://viaf.org/viaf/43867063,http://id.loc.gov/authorities/names/no92027041,http://isni.org/isni/0000000061283543,,,,
Grossman S.,"Grossman, Sheldon",http://viaf.org/viaf/17242852,,http://isni.org/isni/0000000061511278,http://catalogue.bnf.fr/ark:/12148/cb12053945n,,,
Grosso O.,"Grosso, Orlando, 1882-1968",http://viaf.org/viaf/92976907,http://id.loc.gov/authorities/names/n86042488,http://isni.org/isni/0000000066320091,http://catalogue.bnf.fr/ark:/12148/cb14975210s,http://d-nb.info/gnd/1055374752,http://www.wikidata.org/entity/Q3885952,https://it.wikipedia.org/wiki/Orlando_Grosso
Grueber H.A.,"Grueber, Herbert Appold",http://viaf.org/viaf/30299064,http://id.loc.gov/authorities/names/no2002057561,http://isni.org/isni/0000000122779287,,http://d-nb.info/gnd/116887540,http://www.wikidata.org/entity/Q18912064,
Guerra F.,"Guerra, Francisco",http://viaf.org/viaf/69288686,http://id.loc.gov/authorities/names/n50018303,http://isni.org/isni/000000008149484X,http://catalogue.bnf.fr/ark:/12148/cb11886480c,http://d-nb.info/gnd/1053038577,,
Guerrieri O.,Guerrieri O.,,,,,,,
Guerrini R.,"Guerrini, Roberto",http://viaf.org/viaf/14894284,http://id.loc.gov/authorities/names/n82096981,http://isni.org/isni/000000006127038X,http://catalogue.bnf.fr/ark:/12148/cb12677544m,http://d-nb.info/gnd/135922275,,
